x,y,z
485.6341881,1733.251117,-299994.6
531.5112614,1717.06673,-299994.6152
575.2314598,1694.845792,-299994.661
616.3812592,1666.762811,-299994.7366
654.5629031,1633.026558,-299994.8412
689.3970549,1593.878701,-299994.9738
720.5253316,1549.592237,-299995.1326
747.6127038,1500.469716,-299995.3161
770.3497445,1446.841285,-299995.522
788.4547145,1389.06255,-299995.748
801.6754694,1327.512279,-299995.9917
809.7911758,1262.589963,-299996.2502
812.6138269,1194.713239,-299996.5205
809.9895458,1124.3152,-299996.7997
801.7996697,1051.841614,-299997.0846
787.9616074,977.7480558,-299997.3719
768.4294636,902.4969835,-299997.6583
743.1944279,826.5547704,-299997.9408
712.2849236,750.3887156,-299998.2159
675.7665174,674.46405,-299998.4807
633.7415888,599.2409594,-299998.7321
586.3487626,525.1716409,-299998.9673
533.7621073,452.6974139,-299999.1836
476.1901045,382.2459042,-299999.3786
413.8743964,314.2283168,-299999.5499
347.0883191,249.0368189,-299999.6959
276.1352307,187.0420457,-299999.8146
201.3466458,128.5907491,-299999.9049
123.0801871,74.00360061,-299999.9656
41.71736878,23.57316581,-299999.9962
-42.3387754,-22.43793887,-299999.9962
-128.6662038,-63.79869398,-299999.9656
-216.8265017,-100.3111194,-299999.9049
-306.3676231,-131.811502,-299999.8146
-396.826721,-158.1714003,-299999.6959
-487.7330495,-179.2984203,-299999.5499
-578.6109167,-195.1367569,-299999.3786
-668.9826724,-205.667498,-299999.1836
-758.3717087,-210.9086894,-299998.9673
-846.3054558,-210.915159,-299998.7321
-932.3183539,-205.7781032,-299998.4807
-1015.954781,-195.624437,-299998.2159
-1096.771917,-180.6159122,-299997.9408
-1174.342533,-160.9480098,-299997.6583
-1248.257671,-136.8486137,-299997.3719
-1318.12922,-108.5764734,-299997.0846
-1383.592353,-76.41946773,-299996.7997
-1444.307814,-40.69267791,-299996.5205
-1499.964049,-1.736285241,-299996.2502
-1550.279158,40.08669489,-299995.9917
-1595.002651,84.39282726,-299995.748
-1633.917016,130.7808038,-299995.522
-1666.83907,178.8341071,-299995.3161
-1693.62109,228.1237727,-299995.1326
-1714.151721,278.2112336,-299994.9738
-1728.356648,328.6512263,-299994.8412
-1736.199041,378.9947424,-299994.7366
-1737.679749,428.7920045,-299994.661
-1732.837258,477.5954482,-299994.6152
-1721.747418,524.962691,-299994.6
-1704.522916,570.4594685,-299994.6152
-1681.312524,613.6625187,-299994.661
-1652.300119,654.1623971,-299994.7366
-1617.703471,691.5662025,-299994.8412
-1577.772821,725.5001978,-299994.9738
-1532.789253,755.6123073,-299995.1326
-1483.062866,781.5744751,-299995.3161
-1428.930763,803.0848696,-299995.522
-1370.754872,819.8699196,-299995.748
-1308.919603,831.6861678,-299995.9917
-1243.82937,838.3219318,-299996.2502
-1175.905981,839.5987602,-299996.5205
-1105.58592,835.3726746,-299996.7997
-1033.317541,825.5351901,-299997.0846
-959.5581804,810.014107,-299997.3719
-884.7712209,788.7740693,-299997.6583
-809.4231157,761.8168848,-299997.9408
-733.9803958,729.1816066,-299998.2159
-658.9066792,690.9443747,-299998.4807
-584.6597018,647.2180173,-299998.7321
-511.688388,598.1514167,-299998.9673
-440.4299807,543.9286422,-299999.1836
-371.3072489,484.7678555,-299999.3786
-304.7257907,420.9199966,-299999.5499
-241.0714496,352.6672576,-299999.6959
-180.7078594,280.321355,-299999.8146
-123.9741357,204.2216105,-299999.9049
-71.18272651,124.7328537,-299999.9656
-22.61743692,42.24315981,-299999.9962
21.46835894,-42.83856403,-299999.9962
60.85330851,-130.0851267,-299999.9656
95.34946273,-219.0537205,-299999.9049
124.8034409,-309.2886899,-299999.8146
149.0973706,-400.3243841,-299999.6959
168.1495974,-491.6880759,-299999.5499
181.9151592,-582.9029265,-299999.3786
190.3860215,-673.4909788,-299999.1836
193.5910745,-762.9761593,-299998.9673
191.5958891,-850.8872687,-299998.7321
184.5022358,-936.7609438,-299998.4807
172.4473681,-1020.144569,-299998.2159
155.6030757,-1100.599123,-299997.9408
134.1745143,-1177.701934,-299997.6583
108.3988178,-1251.04934,-299997.3719
78.54350338,-1320.25922,-299997.0846
44.90467981,-1384.973394,-299996.7997
7.805069289,-1444.859867,-299996.5205
-32.40814309,-1499.614909,-299996.2502
-75.36561902,-1548.964956,-299995.9917
-120.6783207,-1592.668311,-299995.748
-167.9400928,-1630.516654,-299995.522
-216.730356,-1662.336331,-299995.3161
-266.6168944,-1687.989421,-299995.1326
-317.1587196,-1707.374581,-299994.9738
-367.9089922,-1720.427652,-299994.8412
-418.4179814,-1727.122033,-299994.7366
-468.2360459,-1727.468812,-299994.661
-516.9166133,-1721.516654,-299994.6152
-564.0191424,-1709.351458,-299994.6
-609.1120462,-1691.095767,-299994.6152
-651.7755591,-1666.907949,-299994.661
-691.6045282,-1636.981155,-299994.7366
-728.2111114,-1601.542041,-299994.8412
-761.2273646,-1560.849292,-299994.9738
-790.3077017,-1515.191932,-299995.1326
-815.1312107,-1464.887447,-299995.3161
-835.4038119,-1410.279726,-299995.522
-850.8602432,-1351.736828,-299995.748
-861.2658612,-1289.648606,-299995.9917
-866.418244,-1224.424187,-299996.2502
-866.1485879,-1156.489333,-299996.5205
-860.3228879,-1086.283693,-299996.7997
-848.842893,-1014.257972,-299997.0846
-831.6468328,-940.871033,-299997.3719
-808.7099084,-866.5869431,-299997.6583
-780.044545,-791.8719935,-299997.9408
-745.7004056,-717.1917052,-299998.2159
-705.7641636,-643.007843,-299998.4807
-660.3590377,-569.7754559,-299998.7321
-609.6440907,-497.9399628,-299998.9673
-553.8132969,-427.9343033,-299999.1836
-493.0943852,-360.1761709,-299999.3786
-427.7474633,-295.0653465,-299999.5499
-358.0634333,-232.9811497,-299999.6959
-284.3622083,-174.2800248,-299999.8146
-206.9907413,-119.2932752,-299999.9049
-126.32088,-68.32496335,-299999.9656
-42.74705916,-21.649987,-299999.9962
43.31615241,20.48765345,-299999.9962
131.4366356,57.87638702,-299999.9656
221.1674191,90.33839306,-299999.9049
312.0494739,117.7307027,-299999.8146
403.6145869,139.946074,-299999.6959
495.3882946,156.9136344,-299999.5499
586.8928583,168.5992876,-299999.3786
677.6502618,175.0058812,-299999.1836
767.1852125,176.1731348,-299998.9673
855.0281261,172.1773285,-299998.7321
940.7180757,163.1307538,-299998.4807
1023.805688,149.1809317,-299998.2159
1103.855964,130.509601,-299997.9408
1180.451015,107.3314855,-299997.6583
1253.192678,79.89284634,-299997.3719
1321.705023,48.46982971,-299997.0846
1385.636701,13.36662093,-299996.7997
1444.66315,-25.08658415,-299996.5205
1498.488623,-66.53577654,-299996.2502
1546.848033,-110.6054864,-299995.9917
1589.508602,-156.901275,-299995.748
1626.271309,-205.0123502,-299995.522
1656.972118,-254.5142887,-299995.3161
1681.482984,-304.9718471,-299995.1326
1699.712627,-355.9418444,-299994.9738
1711.607078,-406.9760964,-299994.8412
1717.149979,-457.6243835,-299994.7366
1716.362649,-507.4374332,-299994.661
1709.303908,-555.9698966,-299994.6152
1696.06966,-602.7833019,-299994.6
1676.79224,-647.4489635,-299994.6152
1651.639532,-689.5508296,-299994.661
1620.813858,-728.6882489,-299994.7366
1584.550644,-764.4786392,-299994.8412
1543.116883,-796.5600403,-299994.9738
1496.809392,-824.5935348,-299995.1326
1445.95288,-848.2655207,-299995.3161
1390.897839,-867.2898225,-299995.522
1332.018272,-881.4096253,-299995.748
1269.709273,-890.3992205,-299995.9917
1204.384471,-894.0655519,-299996.2502
1136.473358,-892.2495512,-299996.5205
1066.41852,-884.8272558,-299996.7997
994.6727838,-871.7106998,-299997.0846
921.6962976,-852.848574,-299997.3719
847.9535736,-828.2266494,-299997.6583
773.9104991,-797.8679625,-299997.9408
700.0313441,-761.83276,-299998.2159
626.7757806,-720.2182042,-299998.4807
554.595935,-673.1578401,-299998.7321
483.9334899,-620.8208285,-299998.9673
415.2168574,-563.4109487,-299999.1836
348.8584388,-501.1653784,-299999.3786
285.2519904,-434.3532583,-299999.5499
224.770112,-363.2740497,-299999.6959
167.761873,-288.2556964,-299999.8146
114.5505933,-209.6526033,-299999.9049
65.43179214,-127.843443,-299999.9656
20.67131739,-43.22880569,-299999.9962
-19.49633065,43.77129305,-299999.9962
-54.86947223,132.72003,-299999.9656
-85.28050729,223.166502,-299999.9049
-110.596953,314.6485444,-299999.8146
-130.7222532,406.6956244,-299999.6959
-145.5963539,498.8317881,-299999.5499
-155.1960427,590.5786444,-299999.3786
-159.5350475,681.4583658,-299999.1836
-158.6638969,770.9966872,-299998.9673
-152.6695403,858.7258819,-299998.7321
-141.6747325,944.187699,-299998.4807
-125.8371852,1026.936239,-299998.2159
-105.3484923,1106.540755,-299997.9408
-80.43283432,1182.58835,-299997.6583
-51.34547201,1254.686574,-299997.3719
-18.37103751,1322.465877,-299997.0846
18.17836494,1385.581928,-299996.7997
57.96523696,1443.717765,-299996.5205
100.6289291,1496.585775,-299996.2502
145.7880347,1543.929486,-299995.9917
193.0429183,1585.525161,-299995.748
241.978364,1621.183181,-299995.522
292.1663243,1650.749213,-299995.3161
343.1687541,1674.105152,-299995.1326
394.5405093,1691.169831,-299994.9738
445.8322933,1701.899497,-299994.8412
496.5936308,1706.288045,-299994.7366
546.375851,1704.367015,-299994.661
594.7350594,1696.205349,-299994.6152
641.2350809,1681.908907,-299994.6
685.4503532,1661.619749,-299994.6152
726.968754,1635.515186,-299994.661
765.3943413,1603.806606,-299994.7366
800.349991,1566.738084,-299994.8412
831.4799145,1524.584784,-299994.9738
858.4520384,1477.65116,-299995.1326
880.9602337,1426.268976,-299995.3161
898.7263773,1370.795146,-299995.522
911.5022342,1311.609424,-299995.748
919.071148,1249.111938,-299995.9917
921.249528,1183.720605,-299996.2502
917.8881237,1115.868427,-299996.5205
908.8730795,1046.000697,-299996.7997
894.1267598,974.5721258,-299997.0846
873.6083432,902.0439113,-299997.3719
847.3141783,828.8807689,-299997.6583
815.2779006,755.5479409,-299997.9408
777.5703096,682.5082055,-299998.2159
734.2990058,610.2189041,-299998.4807
685.6077917,539.1290057,-299998.7321
631.6758382,469.6762281,-299998.9673
572.7166238,402.2842335,-299999.1836
508.9766525,337.3599176,-299999.3786
440.7339583,275.2908082,-299999.5499
368.2964064,216.4425916,-299999.6959
291.9998017,161.1567819,-299999.8146
212.205817,109.7485479,-299999.9049
129.2997537,62.50471218,-299999.9656
43.68814973,19.68193528,-299999.9962
-44.20375007,-18.49490425,-299999.9962
-133.9346449,-51.83412241,-299999.9656
-225.0499332,-80.17842658,-299999.9049
-317.0845545,-103.4058886,-299999.8146
-409.5658999,-121.4306881,-299999.6959
-502.0167718,-134.203621,-299999.5499
-593.9583747,-141.7123705,-299999.3786
-684.9133175,-143.981538,-299999.1836
-774.4086079,-141.0724346,-299998.9673
-861.97862,-133.0826342,-299998.7321
-947.1680157,-120.145291,-299998.4807
-1029.534601,-102.4282261,-299998.2159
-1108.652102,-80.13278875,-299997.9408
-1184.112832,-53.49250037,-299997.6583
-1255.530252,-22.7714889,-299997.3719
-1322.54139,11.73727512,-299997.0846
-1384.809105,49.71393023,-299996.7997
-1442.024202,90.81385043,-299996.5205
-1493.907351,134.6699328,-299996.2502
-1540.210829,180.8950312,-299995.9917
-1580.720053,229.0845209,-299995.748
-1615.254906,278.8189772,-299995.522
-1643.670839,329.6669505,-299995.3161
-1665.859748,381.1878207,-299995.1326
-1681.75062,432.9347114,-299994.9738
-1691.30994,484.4574464,-299994.8412
-1694.541861,535.3055283,-299994.7366
-1691.488126,585.0311203,-299994.661
-1682.227764,633.1920125,-299994.6152
-1666.876538,679.3545524,-299994.6
-1645.586156,723.0965218,-299994.6152
-1618.543265,764.0099412,-299994.661
-1585.968212,801.7037831,-299994.7366
-1548.113593,835.8065772,-299994.8412
-1505.262599,865.9688905,-299994.9738
-1457.727165,891.8656662,-299995.1326
-1405.845936,913.1984064,-299995.3161
-1349.982066,929.6971848,-299995.522
-1290.520861,941.122475,-299995.748
-1227.867276,947.2667849,-299995.9917
-1162.4433,947.9560846,-299996.2502
-1094.68522,943.0510188,-299996.5205
-1025.040805,932.4478975,-299996.7997
-953.9664151,916.0794561,-299997.0846
-881.9240585,893.9153821,-299997.3719
-809.378413,865.9626033,-299997.6583
-736.7938348,832.265337,-299997.9408
-664.6313705,792.9048986,-299998.2159
-593.3457935,747.9992715,-299998.4807
-523.3826834,697.7024406,-299998.7321
-455.1755657,642.2034943,-299998.9673
-389.1431338,581.7254999,-299999.1836
-325.6865663,516.5241595,-299999.3786
-265.1869619,446.8862566,-299999.5499
-208.0029041,373.1279007,-299999.6959
-154.4681745,295.5925838,-299999.8146
-104.8896273,214.6490592,-299999.9049
-59.54524038,130.6890573,-299999.9656
-18.6823534,44.12485326,-299999.9962
17.48389323,-44.61329938,-299999.9962
48.77191059,-135.0798508,-299999.9656
75.03479498,-226.8167367,-299999.9049
96.16123612,-319.3562418,-299999.8146
112.0761939,-412.223926,-299999.6959
122.7413397,-504.9415952,-299999.5499
128.1552587,-597.0302978,-299999.3786
128.3534128,-688.0133263,-299999.1836
123.4078642,-777.4192066,-299998.9673
113.4267606,-864.7846546,-299998.7321
98.55358658,-949.6574811,-299998.4807
78.96618553,-1031.599427,-299998.2159
54.87555799,-1110.188912,-299997.9408
26.52444498,-1185.02367,-299997.6583
-5.814295084,-1255.723277,-299997.3719
-41.83950514,-1321.931521,-299997.0846
-81.22373226,-1383.318632,-299996.7997
-123.6154014,-1439.583338,-299996.5205
-168.6411464,-1490.454739,-299996.2502
-215.9082823,-1535.693988,-299995.9917
-265.0074049,-1575.095768,-299995.748
-315.515098,-1608.489558,-299995.522
-366.9967333,-1635.740665,-299995.3161
-419.0093442,-1656.751044,-299995.1326
-471.1045535,-1671.459874,-299994.9738
-522.8315389,-1679.843896,-299994.8412
-573.7400141,-1681.917513,-299994.7366
-623.3832088,-1677.732656,-299994.661
-671.3208263,-1667.378399,-299994.6152
-717.1219617,-1650.980343,-299994.6
-760.3679597,-1628.69977,-299994.6152
-800.6551952,-1600.732567,-299994.661
-837.5977577,-1567.307922,-299994.7366
-870.8300231,-1528.686823,-299994.8412
-900.0090952,-1485.160342,-299994.9738
-924.8171022,-1437.047731,-299995.1326
-944.9633321,-1384.694344,-299995.3161
-960.186195,-1328.469384,-299995.522
-970.2549976,-1268.76351,-299995.748
-974.9715195,-1205.986296,-299995.9917
-974.1713816,-1140.563582,-299996.2502
-967.7251962,-1072.934713,-299996.5205
-955.5394928,-1003.549705,-299996.7997
-937.5574123,-932.86633,-299997.0846
-913.7591669,-861.3471659,-299997.3719
-884.1622602,-789.4566128,-299997.6583
-848.8214683,-717.6578998,-299997.9408
-807.8285803,-646.4101033,-299998.2159
-761.3119012,-576.1651932,-299998.4807
-709.4355189,-507.3651283,-299998.7321
-652.3983411,-440.4390176,-299998.9673
-590.4329081,-375.8003682,-299999.1836
-523.803988,-313.8444343,-299999.3786
-452.8069649,-254.9456876,-299999.5499
-377.7660289,-199.4554231,-299999.6959
-299.0321809,-147.6995169,-299999.8146
-216.9810637,-99.97634985,-299999.9049
-132.0106339,-56.55491044,-299999.9656
-44.53868995,-17.67308975,-299999.9962
44.99972871,16.46382153,-299999.9962
136.1550542,45.68442367,-299999.9656
228.465997,69.85227807,-299999.9049
321.462429,88.86674996,-299999.8146
414.6683251,102.6636185,-299999.6959
507.6047426,111.2154501,-299999.5499
599.7928217,114.5317329,-299999.3786
690.7567858,112.658771,-299999.1836
780.0269232,105.6793401,-299998.9673
867.1425316,93.71210579,-299998.7321
951.6548053,76.91080871,-299998.4807
1033.129647,55.46322232,-299998.2159
1111.150388,29.58988905,-299997.9408
1185.320394,-0.457356181,-299997.6583
1255.265548,-34.39706593,-299997.3719
1320.636588,-71.92005266,-299997.0846
1381.111282,-112.6914417,-299996.7997
1436.396438,-156.3528911,-299996.5205
1486.229727,-202.524965,-299996.2502
1530.381303,-250.8096433,-299995.9917
1568.655221,-300.7929541,-299995.748
1600.890641,-352.0477093,-299995.522
1626.9628,-404.1363273,-299995.3161
1646.783762,-456.6137243,-299995.1326
1660.302928,-509.030255,-299994.9738
1667.507305,-560.9346843,-299994.8412
1668.421546,-611.8771705,-299994.7366
1663.107735,-661.4122411,-299994.661
1651.664947,-709.1017413,-299994.6152
1634.22856,-754.5177367,-299994.6
1610.969343,-797.245352,-299994.6152
1582.09232,-836.8855254,-299994.661
1547.835405,-873.0576638,-299994.7366
1508.467841,-905.4021785,-299994.8412
1464.288429,-933.5828879,-299994.9738
1415.623575,-957.2892699,-299995.1326
1362.825161,-976.2385491,-299995.3161
1306.268249,-990.1776077,-299995.522
1246.348648,-998.8847046,-299995.748
1183.480337,-1002.170994,-299995.9917
1118.092788,-999.8818335,-299996.2502
1050.62818,-991.8978691,-299996.5205
981.5385357,-978.1358985,-299996.7997
911.2828053,-958.5494978,-299997.0846
840.3238971,-933.129414,-299997.3719
769.1256921,-901.9037174,-299997.6583
698.1500527,-864.9377146,-299997.9408
627.8538468,-822.3336208,-299998.2159
558.6860067,-774.2299961,-299998.4807
491.0846412,-720.8009462,-299998.7321
425.4742207,-662.2550953,-299998.9673
362.2628515,-598.8343362,-299999.1836
301.8396587,-530.8123654,-299999.3786
244.5722928,-458.4930149,-299999.5499
190.8045783,-382.2083873,-299999.6959
140.8543171,-302.3168105,-299999.8146
95.01126158,-219.200622,-299999.9049
53.53527203,-133.2637985,-299999.9656
16.65466738,-44.92944534,-299999.9962
-15.43521777,45.36283783,-299999.9962
-42.57326171,137.1596979,-299999.9656
-64.63356159,229.9968592,-299999.9049
-81.52621037,323.4020247,-299999.8146
-93.19783968,416.8978305,-299999.6959
-99.63192533,510.0048338,-299999.5499
-100.8488533,602.2445148,-299999.3786
-96.90574605,693.1422741,-299999.1836
-87.89604984,782.2304061,-299998.9673
-73.94888654,869.051029,-299998.7321
-55.22817333,953.158953,-299998.4807
-31.93151639,1034.124468,-299998.2159
-4.288885733,1111.536033,-299997.9408
27.43892033,1185.002849,-299997.6583
62.96201117,1254.157303,-299997.3719
101.963329,1318.65726,-299997.0846
144.100751,1378.188197,-299996.7997
189.0093541,1432.465154,-299996.5205
236.303829,1481.234507,-299996.2502
285.5810271,1524.275529,-299995.9917
336.4226233,1561.401749,-299995.748
388.3978788,1592.462094,-299995.522
441.0664856,1617.341794,-299995.3161
493.9814734,1635.963067,-299995.1326
546.6921616,1648.285562,-299994.9738
598.7471363,1654.306561,-299994.8412
649.6972336,1654.060951,-299994.7366
699.0985096,1647.620941,-299994.661
746.5151783,1635.095552,-299994.6152
791.5224978,1616.62987,-299994.6
833.7095875,1592.404063,-299994.6152
872.6821562,1562.632185,-299994.661
908.0651249,1527.560753,-299994.7366
939.5051269,1487.467125,-299994.8412
966.6728697,1442.657678,-299994.9738
989.2653412,1393.465801,-299995.1326
1007.00785,1340.249721,-299995.3161
1019.65588,1283.390167,-299995.522
1026.996759,1223.28789,-299995.748
1028.851114,1160.361063,-299995.9917
1025.074116,1095.042565,-299996.2502
1015.55651,1027.777179,-299996.5205
1000.225405,959.0187032,-299996.7997
979.0448339,889.2270263,-299997.0846
952.0160851,818.865147,-299997.3719
919.1777808,748.3961872,-299997.6583
880.6057239,678.2804032,-299997.9408
836.412503,608.9722175,-299998.2159
786.7468615,540.9172921,-299998.4807
731.7928326,474.5496592,-299998.7321
671.7686489,410.2889301,-299998.9673
606.9254301,348.5375993,-299999.1836
537.5456598,289.6784605,-299999.3786
463.9414599,234.0721532,-299999.5499
386.4526736,182.0548528,-299999.6959
305.4447703,133.9361222,-299999.8146
221.306584,89.99693559,-299999.9049
134.4479019,50.48789001,-299999.9656
45.29691692,15.62761404,-299999.9962
-45.70243855,-14.39861502,-299999.9962
-138.0932614,-39.44003699,-299999.9656
-231.4085301,-59.38135005,-299999.9049
-325.1740235,-74.14342142,-299999.8146
-418.9112868,-83.6837629,-299999.6959
-512.1406251,-87.99676825,-299999.5499
-604.3841065,-87.11371081,-299999.3786
-695.1685551,-81.10250157,-299999.1836
-784.0285135,-70.06720913,-299998.9673
-870.5091579,-54.14734475,-299998.7321
-954.1691449,-33.51691704,-299998.4807
-1034.583374,-8.383262577,-299998.2159
-1111.345645,21.01434022,-299997.9408
-1184.071199,54.40626479,-299997.6583
-1252.399115,91.49432758,-299997.3719
-1315.994565,131.9537649,-299997.0846
-1374.550894,175.4353829,-299996.7997
-1427.791524,221.5678666,-299996.5205
-1475.471666,269.9602333,-299996.2502
-1517.379828,320.2044142,-299995.9917
-1553.339112,371.877948,-299995.748
-1583.208285,424.5467688,-299995.522
-1606.882633,477.7680699,-299995.3161
-1624.294566,531.0932263,-299995.1326
-1635.414004,584.0707557,-299994.9738
-1640.248506,636.2492994,-299994.8412
-1638.843172,687.1806039,-299994.7366
-1631.2803,736.4224841,-299994.661
-1617.678801,783.5417484,-299994.6152
-1598.193393,828.1170679,-299994.6
-1573.013551,869.7417695,-299994.6152
-1542.362247,908.0265366,-299994.661
-1506.494473,942.6019991,-299994.7366
-1465.695559,973.1211954,-299994.8412
-1420.279297,999.2618922,-299994.9738
-1370.58589,1020.728745,-299995.1326
-1316.979723,1037.255288,-299995.3161
-1259.846992,1048.605736,-299995.522
-1199.593187,1054.576593,-299995.748
-1136.640454,1054.998051,-299995.9917
-1071.424858,1049.735175,-299996.2502
-1004.393552,1038.68886,-299996.5205
-936.0018782,1021.796563,-299996.7997
-866.7104228,999.0327993,-299997.0846
-796.9820361,970.4093927,-299997.3719
-727.2788407,935.9754984,-299997.6583
-658.0592481,895.8173766,-299997.9408
-589.7750003,850.0579309,-299998.2159
-522.8682577,798.8560108,-299998.4807
-457.7687511,742.4054818,-299998.7321
-394.8910154,680.9340715,-299998.9673
-334.6317242,614.7019968,-299999.1836
-277.3671422,544.0003817,-299999.3786
-223.4507103,469.1494763,-299999.5499
-173.210781,390.4966885,-299999.6959
-126.9485176,308.4144394,-299999.8146
-84.93597046,223.2978581,-299999.9049
-47.41434364,135.5623302,-299999.9656
-14.59246201,45.64091428,-299999.9962
13.35455047,-46.01835488,-299999.9962
36.28637325,-138.9552607,-299999.9656
54.09836528,-232.700278,-299999.9049
66.7222091,-326.7775074,-299999.8146
74.12631866,-420.7076506,-299999.6959
76.31600857,-514.0110095,-299999.5499
73.33342333,-606.2104881,-299999.3786
65.25722732,-696.8345787,-299999.1836
52.20205748,-785.4203136,-299998.9673
34.31774215,-871.5161625,-299998.7321
11.78829126,-954.6848575,-299998.4807
-15.1693357,-1034.506128,-299998.2159
-46.3066759,-1110.579325,-299997.9408
-81.34541428,-1182.525928,-299997.6583
-119.9792289,-1249.991896,-299997.3719
-161.8758184,-1312.649881,-299997.0846
-206.6790989,-1370.201256,-299996.7997
-254.011556,-1422.377968,-299996.5205
-303.476736,-1468.944191,-299996.2502
-354.6618616,-1509.697776,-299995.9917
-407.1405544,-1544.471487,-299995.748
-460.4756457,-1573.13401,-299995.522
-514.2220602,-1595.590736,-299995.3161
-567.9297506,-1611.784307,-299995.1326
-621.1466667,-1621.694925,-299994.9738
-673.4217389,-1625.340424,-299994.8412
-724.3078564,-1622.776095,-299994.7366
-773.3648221,-1614.09428,-299994.661
-820.1622635,-1599.423721,-299994.6152
-864.2824827,-1578.928684,-299994.6
-905.3232249,-1552.807855,-299994.6152
-942.9003502,-1521.29301,-299994.661
-976.6503884,-1484.647482,-299994.7366
-1006.232963,-1443.164425,-299994.8412
-1031.333067,-1397.164885,-299994.9738
-1051.663177,-1346.9957,-299995.1326
-1066.96519,-1293.027226,-299995.3161
-1077.012173,-1235.650927,-299995.522
-1081.609913,-1175.276818,-299995.748
-1080.598257,-1112.330804,-299995.9917
-1073.852228,-1047.251907,-299996.2502
-1061.282929,-980.4894185,-299996.5205
-1042.838196,-912.4999885,-299996.7997
-1018.503036,-843.7446637,-299997.0846
-988.2998047,-774.6859049,-299997.3719
-952.2881651,-705.7845963,-299997.6583
-910.5647896,-637.4970668,-299997.9408
-863.2628331,-570.2721437,-299998.2159
-810.5511687,-504.5482572,-299998.4807
-752.6333939,-440.7506134,-299998.7321
-689.7466135,-379.2884561,-299998.9673
-622.1600064,-320.5524329,-299999.1836
-550.1731861,-264.9120839,-299999.3786
-474.1143653,-212.7134685,-299999.5499
-394.3383362,-164.2769461,-299999.6959
-311.2242787,-119.8951244,-299999.8146
-225.1734126,-79.83098894,-299999.9049
-136.606506,-44.31622572,-299999.9656
-45.96125912,-13.54974772,-299999.9962
46.3104231,12.30356519,-299999.9962
139.7452492,33.11390481,-299999.9656
233.8714337,48.78734511,-299999.9049
328.2116452,59.2664193,-299999.8146
422.2859909,64.53045992,-299999.6959
515.6150179,64.59569963,-299999.5499
607.722713,59.51513224,-299999.3786
698.1394815,49.3781348,-299999.1836
786.405085,34.30985314,-299998.9673
872.071521,14.47035506,-299998.7321
954.7058233,-9.946443562,-299998.4807
1033.892769,-38.71407276,-299998.2159
1109.237469,-71.57501405,-299997.9408
1180.367835,-108.2424081,-299997.6583
1246.936893,-148.4019533,-299997.3719
1308.624942,-191.7139828,-299997.0846
1365.141539,-237.8157075,-299996.7997
1416.227293,-286.3236088,-299996.5205
1461.655464,-336.8359678,-299996.2502
1501.233352,-388.9355126,-299995.9917
1534.80347,-442.1921681,-299995.748
1562.244489,-496.1658902,-299995.522
1583.471956,-550.4095651,-299995.3161
1598.438772,-604.4719565,-299995.1326
1607.135435,-657.9006806,-299994.9738
1609.590041,-710.2451907,-299994.8412
1605.868046,-761.0597506,-299994.7366
1596.071787,-809.906379,-299994.661
1580.33977,-856.3577456,-299994.6152
1558.845727,-900,-299994.6
1531.797447,-940.4355144,-299994.6152
1499.435392,-977.2855242,-299994.661
1462.031101,-1010.192648,-299994.7366
1419.885399,-1038.82327,-299994.8412
1373.32642,-1062.869774,-299994.9738
1322.707456,-1082.052605,-299995.1326
1268.404644,-1096.122157,-299995.3161
1210.81451,-1104.860469,-299995.522
1150.351386,-1108.082711,-299995.748
1087.44471,-1105.638464,-299995.9917
1022.536237,-1097.412779,-299996.2502
956.0771655,-1083.327009,-299996.5205
888.5252138,-1063.339399,-299996.7997
820.3416506,-1037.445453,-299997.0846
751.9883081,-1005.67805,-299997.3719
683.9245929,-968.1073272,-299997.6583
616.6045152,-924.8403203,-299997.9408
550.4737549,-876.0203662,-299998.2159
485.9667845,-821.8262744,-299998.4807
423.5040654,-762.4712686,-299998.7321
363.4893381,-698.2017079,-299998.9673
306.3070216,-629.2955937,-299999.1836
252.3197401,-556.060874,-299999.3786
201.8659921,-478.8335539,-299999.5499
155.2579779,-397.9756258,-299999.6959
112.7795979,-313.8728322,-299999.8146
74.68463658,-226.9322753,-299999.9049
41.19514179,-137.5798882,-299999.9656
12.50001154,-46.25778545,-299999.9962
-11.24620382,46.57849185,-299999.9962
-29.92427574,140.4628174,-299999.9656
-43.45104185,234.92139,-299999.9049
-51.77991586,329.4756939,-299999.8146
-54.90115954,423.6454899,-299999.6959
-52.84191523,516.9518189,-299999.5499
-45.66599861,608.9199976,-299999.3786
-33.47345303,699.0825872,-299999.1836
-16.39986839,786.9823175,-299998.9673
5.384531001,872.1749456,-299998.7321
31.67602384,954.2320317,-299998.4807
62.23874701,1032.743615,-299998.2159
96.80625987,1107.320773,-299997.9408
135.0833074,1177.598041,-299997.6583
176.7477713,1243.23569,-299997.3719
221.4527953,1303.921834,-299997.0846
268.8290728,1359.374364,-299996.7997
318.4872801,1409.342686,-299996.5205
370.020641,1453.609263,-299996.2502
423.0076053,1491.990944,-299995.9917
477.0146245,1524.340071,-299995.748
531.5990065,1550.545365,-299995.522
586.3118311,1570.532572,-299995.3161
640.7009066,1584.264877,-299995.1326
694.3137505,1591.743078,-299994.9738
746.700572,1593.00552,-299994.8412
797.4172405,1588.127788,-299994.7366
846.0282178,1577.222161,-299994.661
892.1094372,1560.436839,-299994.6152
